id,Name,Price,Rating,Reviews,Mileage,Location,Price_change,Deals,Model
238,2022 Porsche 911 Turbo,246450,4.9,652,8471,"Woodland Hills, CA",0,Great Deal,Porsche Certified
239,2023 Volkswagen Atlas 3.6L SE w/Technology,34900,4.6,1092,6743,"Alexandria, VA",500,Fair Deal,Volkswagen Certified
240,2023 Jeep Grand Cherokee L Limited,43687,4.8,1957,6643,"Cumming, GA",308,Great Deal,Jeep Certified
241,2020 BMW X7 xDrive50i,57987,4.7,1430,33726,"Norwood, MA",1500,Great Deal,BMW Certified
242,2022 Kia K5 LXS,24645,4.6,1309,2288,"Wauwatosa, WI",157,Good Deal,Kia Certified
243,2023 Volkswagen Golf GTI 2.0T Autobahn,33995,4.9,2167,10091,"Neptune, NJ",505,Good Deal,Volkswagen Certified
244,2019 Porsche 911 Turbo S,210998,4.8,268,8440,"Indianapolis, IN",978,CPO Warrantied,Porsche Certified
245,2022 BMW M235 Gran Coupe i xDrive,45989,4.7,602,13279,"Boulder, CO",380,Fair Deal,BMW Certified
246,2023 BMW M440 Gran Coupe M440i Gran Coupe,61829,3.4,2731,3411,"Miami, FL",919,Fair Deal,BMW Certified
247,2024 Porsche Cayenne S,115996,4.9,119,817,"North Bethesda, MD",1001,Great Deal,Porsche Certified
248,2020 Mercedes-Benz GLE 450 Base,51795,4.2,343,35672,"Devon, PA",0,Great Deal,Mercedes-Benz Certified
249,2019 Toyota RAV4 Hybrid XSE,28389,3.9,451,76930,"Chicago, IL",557,Good Deal,Toyota Certified
250,2018 Toyota Highlander Hybrid LE,32877,4.9,1770,52630,"Matteson, IL",1118,Fair Deal,Toyota Certified
251,2023 Acura MDX A-Spec,50500,4.7,1842,7902,"Palatine, IL",193,Great Deal,Acura Certified
252,2022 Acura RDX Technology Package,30997,2.9,544,44925,"Milford, CT",2480,Good Deal,Acura Certified
253,2023 Toyota 4Runner SR5 Premium,38995,4.9,2440,26924,"Inver Grove Heights, MN",2000,Great Deal,Toyota Certified
254,2021 Mercedes-Benz AMG GLE 53 Base,71988,4.8,747,36093,"Tiverton, RI",2000,Good Deal,Mercedes-Benz Certified
255,2023 Subaru Ascent Touring 7-Passenger,42404,0,20,4336,"Brockport, NY",300,Good Deal,Subaru Certified
256,2020 BMW i8 Base,98995,4.4,545,13577,"Los Angeles, CA",1000,Fair Deal,BMW Certified
257,2014 Porsche Cayman Base,45500,4.9,841,15209,"Westmont, IL",1500,Great Deal,Porsche Certified
258,2022 Porsche Macan Base,51881,4.9,3305,9556,"Riverside, CA",2000,Great Deal,Porsche Certified
259,2021 Jeep Wrangler Unlimited Sahara Altitude,42500,4.6,4510,30129,"Nanuet, NY",200,Fair Deal,Jeep Certified
260,2022 Toyota 4Runner SR5,34698,4.6,4388,45158,"Centennial, CO",0,Great Deal,Toyota Certified
261,2023 Volvo XC90 Recharge Plug-In Hybrid T8 Core Bright Theme,52895,4.8,802,28260,"Chamblee, GA",1000,Fair Deal,Volvo Certified
262,2021 Nissan Armada SV,26977,4.7,486,65208,"Surprise, AZ",500,Good Deal,Nissan Certified
263,2023 BMW X6 xDrive40i,63426,4.2,881,19168,"Nashua, NH",769,Great Deal,BMW Certified
264,2020 Porsche 911 Carrera,108900,4.5,363,12205,"Chandler, AZ",400,Great Deal,Porsche Certified
265,2021 Volvo XC90 Recharge Plug-In Hybrid T8 Inscription 6 Passenger,51977,4.1,77,27873,"Madison, WI",1995,Good Deal,Volvo Certified
266,2023 Porsche Macan T,62900,4.5,363,6639,"Chandler, AZ",600,Good Deal,Porsche Certified
267,2021 Mercedes-Benz AMG GT 43 Base,69428,4.7,1538,36896,"North Olmsted, OH",2995,Fair Deal,Mercedes-Benz Certified
268,2019 Toyota Tacoma TRD Off Road,32694,4.8,2641,25898,"Westbury, NY",0,Good Deal,Toyota Certified
269,2020 Volvo V60 T5 Momentum,29990,4.9,625,28961,"Miami, FL",0,Good Deal,Volvo Certified
270,2023 Cadillac CT5-V V-Series,55086,4.5,273,1315,"Henderson, NV",2213,Great Deal,Cadillac Certified
271,2021 Hyundai Palisade Limited,33567,4.3,527,48286,"Gastonia, NC",1333,Great Deal,Hyundai Certified
272,2021 Volkswagen Atlas 2.0T SE,24360,4.9,504,55018,"North Haven, CT",593,Great Deal,Volkswagen Certified
273,2022 Acura RDX Technology Package,30997,2.9,544,44925,"Milford, CT",2480,Good Deal,Acura Certified
274,2023 BMW M440 Gran Coupe M440i Gran Coupe,61829,3.4,2731,3411,"Miami, FL",919,Fair Deal,BMW Certified
275,2024 Porsche Cayenne S,115996,4.9,119,817,"North Bethesda, MD",1001,Great Deal,Porsche Certified
276,2020 Mercedes-Benz GLE 450 Base,51795,4.2,343,35672,"Devon, PA",0,Great Deal,Mercedes-Benz Certified
277,2021 Toyota 4Runner Nightshade,40989,4.7,6499,44196,"Milwaukee, WI",390,Good Deal,Toyota Certified
278,2022 Subaru Forester Touring,34980,4.8,128,22751,"Greenwood, IN",0,Good Deal,Subaru Certified
279,2014 Porsche Cayman Base,45500,4.9,841,15209,"Westmont, IL",1500,Great Deal,Porsche Certified
280,2021 Jeep Wrangler Unlimited Sahara Altitude,42500,4.6,4510,30129,"Nanuet, NY",200,Fair Deal,Jeep Certified
281,2022 Toyota 4Runner SR5,34698,4.6,4388,45158,"Centennial, CO",0,Great Deal,Toyota Certified
282,2023 Kia Telluride SX-Prestige X-Line,50495,4.6,559,2680,"Orland Hills, IL",304,Good Deal,Kia Certified
283,2023 BMW X6 xDrive40i,63426,4.2,881,19168,"Nashua, NH",769,Great Deal,BMW Certified
284,2020 Audi Q7 55 Premium,39993,4.9,1409,22826,"Vienna, VA",2001,Great Deal,Audi Certified
285,2022 Honda CR-V EX-L,26301,2.9,1668,44354,"Florence, KY",1971,Good Deal,Honda Certified
286,2023 Toyota 4Runner Limited,51382,4.4,1683,4058,"Burnsville, MN",147,Fair Deal,Toyota Certified
287,2023 Acura MDX A-Spec,50500,4.7,1842,7902,"Palatine, IL",193,Great Deal,Acura Certified
288,2021 Mercedes-Benz AMG GLE 53 Base,71988,4.8,747,36093,"Tiverton, RI",2000,Good Deal,Mercedes-Benz Certified
289,2023 Subaru Ascent Touring 7-Passenger,42404,0,20,4336,"Brockport, NY",300,Good Deal,Subaru Certified
290,2020 BMW i8 Base,98995,4.4,545,13577,"Los Angeles, CA",1000,Fair Deal,BMW Certified
291,2020 Toyota Tacoma SR,31647,4.7,1145,28271,"Milford, MA",331,Good Deal,Toyota Certified
292,2018 Porsche 718 Cayman Base,59227,4.8,268,13358,"Indianapolis, IN",0,Good Deal,Porsche Certified
293,2022 Chevrolet Tahoe Z71,65595,0,3,19067,"Harrisburg, PA",400,Good Deal,Chevrolet Certified
294,2022 Acura RDX Technology Package,30997,2.9,544,44925,"Milford, CT",2480,Good Deal,Acura Certified
295,2020 Cadillac XT6 Premium Luxury AWD,37896,4.9,221,27491,"Hodgkins, IL",241,Good Deal,Cadillac Certified
296,2020 Mercedes-Benz GLE 450 Base,51795,4.2,343,35672,"Devon, PA",0,Great Deal,Mercedes-Benz Certified
297,2022 Subaru Forester Touring,34980,4.8,128,22751,"Greenwood, IN",0,Good Deal,Subaru Certified
298,2020 BMW X7 xDrive50i,57987,4.7,1430,33726,"Norwood, MA",1500,Great Deal,BMW Certified
299,2023 Jeep Grand Cherokee L Limited,43687,4.8,1957,6643,"Cumming, GA",308,Great Deal,Jeep Certified
300,2022 Chevrolet Tahoe Z71,65595,0,3,19067,"Harrisburg, PA",400,Good Deal,Chevrolet Certified
301,2022 BMW X5 sDrive40i,46988,4.7,888,15315,"Palm Springs, CA",1000,Good Deal,BMW Certified
302,2019 Nissan Titan SV,32899,4.9,805,8765,"Beavercreek, OH",977,Good Deal,Nissan Certified
303,2023 Volkswagen Atlas 3.6L SE w/Technology,34900,4.6,1092,6743,"Alexandria, VA",500,Fair Deal,Volkswagen Certified
304,2021 Jeep Grand Cherokee L Limited,38799,4.7,2584,12858,"Lumberton, NJ",1196,Great Deal,Jeep Certified
305,2023 Acura MDX A-Spec,50500,4.7,1842,7902,"Palatine, IL",193,Great Deal,Acura Certified
306,2018 Toyota Highlander Hybrid LE,32877,4.9,1770,52630,"Matteson, IL",1118,Fair Deal,Toyota Certified
307,2019 Toyota RAV4 Hybrid XSE,28389,3.9,451,76930,"Chicago, IL",557,Good Deal,Toyota Certified
308,2021 Mercedes-Benz AMG GLE 53 Base,71988,4.8,747,36093,"Tiverton, RI",2000,Good Deal,Mercedes-Benz Certified
309,2023 Subaru Ascent Touring 7-Passenger,42404,0,20,4336,"Brockport, NY",300,Good Deal,Subaru Certified
310,2020 BMW i8 Base,98995,4.4,545,13577,"Los Angeles, CA",1000,Fair Deal,BMW Certified
311,2020 Toyota Tacoma SR,31647,4.7,1145,28271,"Milford, MA",331,Good Deal,Toyota Certified
312,2014 Porsche Cayman Base,45500,4.9,841,15209,"Westmont, IL",1500,Great Deal,Porsche Certified
313,2023 Volkswagen Golf GTI 2.0T Autobahn,33995,4.9,2167,10091,"Neptune, NJ",505,Good Deal,Volkswagen Certified
314,2021 Toyota Tundra SR5,32225,3.4,268,67400,"Thousand Oaks, CA",1040,Great Deal,Toyota Certified
315,2022 Acura RDX Technology Package,30997,2.9,544,44925,"Milford, CT",2480,Good Deal,Acura Certified
316,2021 Jeep Wrangler Unlimited Sahara Altitude,42500,4.6,4510,30129,"Nanuet, NY",200,Fair Deal,Jeep Certified
317,2022 Bentley Flying Spur V8,219000,2.6,174,4847,"Palmyra, NJ",0,Good Deal,Bentley Certified
318,2021 Genesis G70 2.0T,30977,0,2,931,"Fairfield, CT",3000,Good Deal,Genesis Certified
319,2023 BMW X5 M50i,81800,0,15,5729,"Shelby Township, MI",3200,Good Deal,BMW Certified
320,2021 Cadillac CT5 V-Series,42997,4.6,445,46714,"Chandler, AZ",2000,Fair Deal,Cadillac Certified
321,2019 Chevrolet Corvette Stingray,51744,4.7,1731,15561,"Waukesha, WI",251,Good Deal,Chevrolet Certified
322,2022 Porsche Macan Base,51881,4.9,3305,9556,"Riverside, CA",2000,Great Deal,Porsche Certified
323,2022 Toyota 4Runner SR5,34698,4.6,4388,45158,"Centennial, CO",0,Great Deal,Toyota Certified
324,2023 Volvo XC90 Recharge Plug-In Hybrid T8 Core Bright Theme,52895,4.8,802,28260,"Chamblee, GA",1000,Fair Deal,Volvo Certified
325,2023 Kia Telluride SX-Prestige X-Line,50495,4.6,559,2680,"Orland Hills, IL",304,Good Deal,Kia Certified
326,2021 Nissan Armada SV,26977,4.7,486,65208,"Surprise, AZ",500,Good Deal,Nissan Certified
327,2020 Audi Q7 55 Premium,39993,4.9,1409,22826,"Vienna, VA",2001,Great Deal,Audi Certified
328,2022 Honda CR-V EX-L,26301,2.9,1668,44354,"Florence, KY",1971,Good Deal,Honda Certified
329,2023 Toyota 4Runner Limited,51382,4.4,1683,4058,"Burnsville, MN",147,Fair Deal,Toyota Certified
330,2022 BMW X5 xDrive40i,57885,5.0,4761,21518,"Flemington, NJ",0,Good Deal,BMW Certified
331,2022 Porsche 911 Turbo,246450,4.9,652,8471,"Woodland Hills, CA",0,Great Deal,Porsche Certified
332,2023 Volkswagen Atlas 3.6L SE w/Technology,34900,4.6,1092,6743,"Alexandria, VA",500,Fair Deal,Volkswagen Certified
333,2023 BMW X6 xDrive40i,63426,4.2,881,19168,"Nashua, NH",769,Great Deal,BMW Certified
334,2021 BMW M5 Base,78411,4.8,1418,31093,"Westlake Village, CA",1500,Good Deal,BMW Certified
335,2022 Chevrolet Tahoe Z71,65595,0,3,19067,"Harrisburg, PA",400,Good Deal,Chevrolet Certified
336,2022 Acura RDX Technology Package,30997,2.9,544,44925,"Milford, CT",2480,Good Deal,Acura Certified
337,2020 Toyota Tacoma SR,31647,4.7,1145,28271,"Milford, MA",331,Good Deal,Toyota Certified
338,2019 Toyota RAV4 Hybrid XSE,28389,3.9,451,76930,"Chicago, IL",557,Good Deal,Toyota Certified
339,2021 Nissan Armada SV,26977,4.7,486,65208,"Surprise, AZ",500,Good Deal,Nissan Certified
340,2023 BMW X6 xDrive40i,63426,4.2,881,19168,"Nashua, NH",769,Great Deal,BMW Certified
341,2020 Audi Q7 55 Premium,39993,4.9,1409,22826,"Vienna, VA",2001,Great Deal,Audi Certified
342,2022 Honda CR-V EX-L,26301,2.9,1668,44354,"Florence, KY",1971,Good Deal,Honda Certified
343,2023 Toyota 4Runner Limited,51382,4.4,1683,4058,"Burnsville, MN",147,Fair Deal,Toyota Certified
344,2022 BMW X5 xDrive40i,57885,5.0,4761,21518,"Flemington, NJ",0,Good Deal,BMW Certified
345,2021 Mercedes-Benz AMG GLE 53 Base,71988,4.8,747,36093,"Tiverton, RI",2000,Good Deal,Mercedes-Benz Certified
346,2023 Subaru Ascent Touring 7-Passenger,42404,0,20,4336,"Brockport, NY",300,Good Deal,Subaru Certified
347,2020 BMW i8 Base,98995,4.4,545,13577,"Los Angeles, CA",1000,Fair Deal,BMW Certified
348,2019 Nissan Titan SV,32899,4.9,805,8765,"Beavercreek, OH",977,Good Deal,Nissan Certified
349,2021 Volkswagen Atlas 2.0T SE,24360,4.9,504,55018,"North Haven, CT",593,Great Deal,Volkswagen Certified
350,2020 Toyota Tacoma SR5,29285,2.9,536,73454,"Cincinnati, OH",200,Good Deal,Toyota Certified
351,2023 Porsche Macan T,62900,4.5,363,6639,"Chandler, AZ",600,Good Deal,Porsche Certified
352,2020 Porsche 911 Carrera,108900,4.5,363,12205,"Chandler, AZ",400,Great Deal,Porsche Certified
353,2021 Volvo XC90 Recharge Plug-In Hybrid T8 Inscription 6 Passenger,51977,4.1,77,27873,"Madison, WI",1995,Good Deal,Volvo Certified
354,2020 Volvo V60 T5 Momentum,29990,4.9,625,28961,"Miami, FL",0,Good Deal,Volvo Certified
355,2019 Porsche 911 Turbo S,210998,4.8,268,8440,"Indianapolis, IN",978,CPO Warrantied,Porsche Certified
356,2020 Mercedes-Benz S-Class S 450 4MATIC,56981,4.5,5457,29005,"Englewood, NJ",224,Good Deal,Mercedes-Benz Certified
357,2022 Acura RDX Technology Package,30997,2.9,544,44925,"Milford, CT",2480,Good Deal,Acura Certified
358,2020 Toyota Tacoma SR,31647,4.7,1145,28271,"Milford, MA",331,Good Deal,Toyota Certified
359,2019 Toyota RAV4 Hybrid XSE,28389,3.9,451,76930,"Chicago, IL",557,Good Deal,Toyota Certified
360,2021 Nissan Armada SV,26977,4.7,486,65208,"Surprise, AZ",500,Good Deal,Nissan Certified
361,2023 BMW X6 xDrive40i,63426,4.2,881,19168,"Nashua, NH",769,Great Deal,BMW Certified
362,2020 Audi Q7 55 Premium,39993,4.9,1409,22826,"Vienna, VA",2001,Great Deal,Audi Certified
363,2022 Honda CR-V EX-L,26301,2.9,1668,44354,"Florence, KY",1971,Good Deal,Honda Certified
364,2023 Toyota 4Runner Limited,51382,4.4,1683,4058,"Burnsville, MN",147,Fair Deal,Toyota Certified
365,2022 BMW X5 xDrive40i,57885,5.0,4761,21518,"Flemington, NJ",0,Good Deal,BMW Certified
366,2021 Mercedes-Benz AMG GLE 53 Base,71988,4.8,747,36093,"Tiverton, RI",2000,Good Deal,Mercedes-Benz Certified
367,2023 Subaru Ascent Touring 7-Passenger,42404,0,20,4336,"Brockport, NY",300,Good Deal,Subaru Certified
368,2020 BMW i8 Base,98995,4.4,545,13577,"Los Angeles, CA",1000,Fair Deal,BMW Certified
369,2019 Nissan Titan SV,32899,4.9,805,8765,"Beavercreek, OH",977,Good Deal,Nissan Certified
370,2021 Volkswagen Atlas 2.0T SE,24360,4.9,504,55018,"North Haven, CT",593,Great Deal,Volkswagen Certified
371,2020 Toyota Tacoma SR5,29285,2.9,536,73454,"Cincinnati, OH",200,Good Deal,Toyota Certified
372,2023 Porsche Macan T,62900,4.5,363,6639,"Chandler, AZ",600,Good Deal,Porsche Certified
373,2020 Porsche 911 Carrera,108900,4.5,363,12205,"Chandler, AZ",400,Great Deal,Porsche Certified
374,2021 Volvo XC90 Recharge Plug-In Hybrid T8 Inscription 6 Passenger,51977,4.1,77,27873,"Madison, WI",1995,Good Deal,Volvo Certified
375,2020 Volvo V60 T5 Momentum,29990,4.9,625,28961,"Miami, FL",0,Good Deal,Volvo Certified
376,2019 Porsche 911 Turbo S,210998,4.8,268,8440,"Indianapolis, IN",978,CPO Warrantied,Porsche Certified
377,2020 Mercedes-Benz S-Class S 450 4MATIC,56981,4.5,5457,29005,"Englewood, NJ",224,Good Deal,Mercedes-Benz Certified
378,2022 Acura RDX Technology Package,30997,2.9,544,44925,"Milford, CT",2480,Good Deal,Acura Certified
379,2022 Bentley Flying Spur V8,219000,2.6,174,4847,"Palmyra, NJ",0,Good Deal,Bentley Certified
380,2021 Genesis G70 2.0T,30977,0,2,931,"Fairfield, CT",3000,Good Deal,Genesis Certified
381,2023 BMW X5 M50i,81800,0,15,5729,"Shelby Township, MI",3200,Good Deal,BMW Certified
382,2022 Honda CR-V EX-L,26301,2.9,1668,44354,"Florence, KY",1971,Good Deal,Honda Certified
383,2023 Toyota 4Runner Limited,51382,4.4,1683,4058,"Burnsville, MN",147,Fair Deal,Toyota Certified
384,2022 BMW X5 xDrive40i,57885,5.0,4761,21518,"Flemington, NJ",0,Good Deal,BMW Certified
385,2022 Porsche 911 Turbo,246450,4.9,652,8471,"Woodland Hills, CA",0,Great Deal,Porsche Certified
386,2023 Volkswagen Atlas 3.6L SE w/Technology,34900,4.6,1092,6743,"Alexandria, VA",500,Fair Deal,Volkswagen Certified
387,2023 Jeep Grand Cherokee L Limited,43687,4.8,1957,6643,"Cumming, GA",308,Great Deal,Jeep Certified
388,2020 BMW X7 xDrive50i,57987,4.7,1430,33726,"Norwood, MA",1500,Great Deal,BMW Certified
389,2022 Kia K5 LXS,24645,4.6,1309,2288,"Wauwatosa, WI",157,Good Deal,Kia Certified
390,2023 Volkswagen Golf GTI 2.0T Autobahn,33995,4.9,2167,10091,"Neptune, NJ",505,Good Deal,Volkswagen Certified
391,2019 Porsche 911 Turbo S,210998,4.8,268,8440,"Indianapolis, IN",978,CPO Warrantied,Porsche Certified
392,2022 BMW M235 Gran Coupe i xDrive,45989,4.7,602,13279,"Boulder, CO",380,Fair Deal,BMW Certified
393,2023 BMW M440 Gran Coupe M440i Gran Coupe,61829,3.4,2731,3411,"Miami, FL",919,Fair Deal,BMW Certified
394,2024 Porsche Cayenne S,115996,4.9,119,817,"North Bethesda, MD",1001,Great Deal,Porsche Certified
395,2020 Mercedes-Benz GLE 450 Base,51795,4.2,343,35672,"Devon, PA",0,Great Deal,Mercedes-Benz Certified
396,2019 Toyota RAV4 Hybrid XSE,28389,3.9,451,76930,"Chicago, IL",557,Good Deal,Toyota Certified
397,2018 Toyota Highlander Hybrid LE,32877,4.9,1770,52630,"Matteson, IL",1118,Fair Deal,Toyota Certified
398,2023 Acura MDX A-Spec,50500,4.7,1842,7902,"Palatine, IL",193,Great Deal,Acura Certified
399,2022 Acura RDX Technology Package,30997,2.9,544,44925,"Milford, CT",2480,Good Deal,Acura Certified
400,2023 Volvo XC90 Recharge Plug-In Hybrid T8 Core Bright Theme,52895,4.8,802,28260,"Chamblee, GA",1000,Fair Deal,Volvo Certified
401,2020 Audi Q7 55 Premium,39993,4.9,1409,22826,"Vienna, VA",2001,Great Deal,Audi Certified
402,2022 Honda CR-V EX-L,26301,2.9,1668,44354,"Florence, KY",1971,Good Deal,Honda Certified
403,2023 Toyota 4Runner Limited,51382,4.4,1683,4058,"Burnsville, MN",147,Fair Deal,Toyota Certified
404,2020 Cadillac XT6 Premium Luxury AWD,37896,4.9,221,27491,"Hodgkins, IL",241,Good Deal,Cadillac Certified
405,2023 Audi A5 Sportback 45 S Line Premium Plus,45795,4.7,915,3229,"Natick, MA",400,Great Deal,Audi Certified
406,2021 Toyota 4Runner Nightshade,40989,4.7,6499,44196,"Milwaukee, WI",390,Good Deal,Toyota Certified
407,2020 Mercedes-Benz GLS 450 Base 4MATIC,47630,4.5,861,49298,"Long Island City, NY",0,Great Deal,Mercedes-Benz Certified
408,2020 Mercedes-Benz S-Class S 450 4MATIC,56981,4.5,5457,29005,"Englewood, NJ",224,Good Deal,Mercedes-Benz Certified
409,2021 BMW M5 Base,78411,4.8,1418,31093,"Westlake Village, CA",1500,Good Deal,BMW Certified
410,2018 Porsche 718 Cayman Base,59227,4.8,268,13358,"Indianapolis, IN",0,Good Deal,Porsche Certified
411,2022 Chevrolet Tahoe Z71,65595,0,3,19067,"Harrisburg, PA",400,Good Deal,Chevrolet Certified
412,2022 BMW X5 sDrive40i,46988,4.7,888,15315,"Palm Springs, CA",1000,Good Deal,BMW Certified
413,2020 GMC Yukon XL SLT,45791,4.5,230,49154,"Everett, WA",0,Fair Deal,GMC Certified
414,2023 Kia Sportage SX,31995,4.8,428,5333,"Carrollton, TX",0,Good Deal,Kia Certified
415,2019 Porsche 911 Turbo S,210998,4.8,268,8440,"Indianapolis, IN",978,CPO Warrantied,Porsche Certified
416,2022 BMW M235 Gran Coupe i xDrive,45989,4.7,602,13279,"Boulder, CO",380,Fair Deal,BMW Certified
417,2023 BMW M440 Gran Coupe M440i Gran Coupe,61829,3.4,2731,3411,"Miami, FL",919,Fair Deal,BMW Certified
418,2024 Porsche Cayenne S,115996,4.9,119,817,"North Bethesda, MD",1001,Great Deal,Porsche Certified
419,2020 Mercedes-Benz GLE 450 Base,51795,4.2,343,35672,"Devon, PA",0,Great Deal,Mercedes-Benz Certified
420,2022 Acura RDX Technology Package,30997,2.9,544,44925,"Milford, CT",2480,Good Deal,Acura Certified
421,2020 Cadillac XT6 Premium Luxury AWD,37896,4.9,221,27491,"Hodgkins, IL",241,Good Deal,Cadillac Certified
422,2020 Mercedes-Benz GLE 450 Base,51795,4.2,343,35672,"Devon, PA",0,Great Deal,Mercedes-Benz Certified
423,2022 Subaru Forester Touring,34980,4.8,128,22751,"Greenwood, IN",0,Good Deal,Subaru Certified
424,2020 BMW X7 xDrive50i,57987,4.7,1430,33726,"Norwood, MA",1500,Great Deal,BMW Certified
425,2023 Jeep Grand Cherokee L Limited,43687,4.8,1957,6643,"Cumming, GA",308,Great Deal,Jeep Certified
426,2022 Chevrolet Tahoe Z71,65595,0,3,19067,"Harrisburg, PA",400,Good Deal,Chevrolet Certified
427,2022 BMW X5 sDrive40i,46988,4.7,888,15315,"Palm Springs, CA",1000,Good Deal,BMW Certified
428,2019 Nissan Titan SV,32899,4.9,805,8765,"Beavercreek, OH",977,Good Deal,Nissan Certified
429,2023 Volkswagen Atlas 3.6L SE w/Technology,34900,4.6,1092,6743,"Alexandria, VA",500,Fair Deal,Volkswagen Certified
430,2021 Jeep Grand Cherokee L Limited,38799,4.7,2584,12858,"Lumberton, NJ",1196,Great Deal,Jeep Certified
431,2023 Acura MDX A-Spec,50500,4.7,1842,7902,"Palatine, IL",193,Great Deal,Acura Certified
432,2018 Toyota Highlander Hybrid LE,32877,4.9,1770,52630,"Matteson, IL",1118,Fair Deal,Toyota Certified
433,2019 Toyota RAV4 Hybrid XSE,28389,3.9,451,76930,"Chicago, IL",557,Good Deal,Toyota Certified
434,2021 Mercedes-Benz AMG GLE 53 Base,71988,4.8,747,36093,"Tiverton, RI",2000,Good Deal,Mercedes-Benz Certified
435,2023 Subaru Ascent Touring 7-Passenger,42404,0,20,4336,"Brockport, NY",300,Good Deal,Subaru Certified
436,2020 BMW i8 Base,98995,4.4,545,13577,"Los Angeles, CA",1000,Fair Deal,BMW Certified
437,2020 Toyota Tacoma SR,31647,4.7,1145,28271,"Milford, MA",331,Good Deal,Toyota Certified
438,2014 Porsche Cayman Base,45500,4.9,841,15209,"Westmont, IL",1500,Great Deal,Porsche Certified
439,2023 Volkswagen Golf GTI 2.0T Autobahn,33995,4.9,2167,10091,"Neptune, NJ",505,Good Deal,Volkswagen Certified
440,2021 Toyota Tundra SR5,32225,3.4,268,67400,"Thousand Oaks, CA",1040,Great Deal,Toyota Certified
441,2023 Acura MDX Advance,54991,4.8,239,8466,"Chamblee, GA",1900,Good Deal,Acura Certified
442,2020 Cadillac XT6 Premium Luxury AWD,37896,4.9,221,27491,"Hodgkins, IL",241,Good Deal,Cadillac Certified
443,2020 Mercedes-Benz GLE 450 Base,51795,4.2,343,35672,"Devon, PA",0,Great Deal,Mercedes-Benz Certified
444,2022 Subaru Forester Touring,34980,4.8,128,22751,"Greenwood, IN",0,Good Deal,Subaru Certified
